24/05 12:21:00 FINE sim.Admin|Log for simulation 7 started
24/05 12:21:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [id=1738176521, reachImps=10514, dayStart=2, dayEnd=4, targetSegment=[FEMALE, LOW_INCOME], videoCoef=2.8280359574984426, mobileCoef=1.5202416932201381, budgetMillis=0, advertiser=null]
24/05 12:21:10 FINE agents.DemandAgent|Day 1 :Quality Ratings... Quality Retings DummyAdnetwork: 1.0DummyAdnetwork-7: 1.0DummyAdnetwork-6: 1.0adv1: 1.0DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0DummyAdnetwork-3: 1.0DummyAdnetwork-2: 1.0
24/05 12:21:10 FINE agents.DemandAgent|Day 1 :Reporting campaign auction results... CampaignImpl [id=1738176521, reachImps=10514, dayStart=2, dayEnd=4, targetSegment=[FEMALE, LOW_INCOME], videoCoef=2.8280359574984426, mobileCoef=1.5202416932201381, budgetMillis=5167, advertiser=DummyAdnetwork-4]
24/05 12:21:10 FINE agents.DemandAgent|Day 1 :Reporting UCS auction results... DummyAdnetwork[efday=1, level=1.0, price=0.0] DummyAdnetwork-7[efday=1, level=1.0, price=0.0] adv1[efday=1, level=1.0, price=0.0] DummyAdnetwork-6[efday=1, level=1.0, price=0.0] DummyAdnetwork-5[efday=1, level=1.0, price=0.0] DummyAdnetwork-4[efday=1, level=1.0, price=0.0] DummyAdnetwork-3[efday=1, level=1.0, price=0.0] DummyAdnetwork-2[efday=1, level=1.0, price=0.0] 
24/05 12:21:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@fa0784f event: tau.tac.adx.messages.UserClassificationServiceNotification@abdcc1c
24/05 12:21:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity: CampaignImpl [id=849561542, reachImps=12018, dayStart=3, dayEnd=5, targetSegment=[LOW_INCOME], videoCoef=2.355574228329516, mobileCoef=2.4059377688870778, budgetMillis=0, advertiser=null]
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, MALE, YOUNG], adType=video] to 6.058544459423416E-7
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, LOW_INCOME, YOUNG], adType=text] to 1.960911546683378E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, FEMALE, YOUNG], adType=video] to 5.526320069837205E-5
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, LOW_INCOME, MALE], adType=video] to 1.7287415318652407E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, FEMALE, YOUNG], adType=text] to 7.924721531976276E-6
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, HIGH_INCOME, FEMALE], adType=video] to 7.682627129289932E-7
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, HIGH_INCOME, MALE], adType=text] to 4.939237610355028E-6
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, YOUNG], adType=text] to 3.50820545915584E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, HIGH_INCOME, FEMALE], adType=text] to 0.0017481674534299662
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, LOW_INCOME, MALE], adType=text] to 7.613713318697982E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, YOUNG], adType=video] to 1.2112549771086722E-6
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, MALE, YOUNG], adType=text] to 3.9080971469961323E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, FEMALE, LOW_INCOME], adType=text] to 0.0015363676074682303
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, FEMALE, LOW_INCOME], adType=video] to 9.561959492322799E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, LOW_INCOME, YOUNG], adType=video] to 2.864698548426115E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, HIGH_INCOME, MALE], adType=video] to 7.303876887185352E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for ehow
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, YOUNG], adType=text] to 8.376570447670516E-9
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, MALE, YOUNG], adType=video] to 4.2248568025256625E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, HIGH_INCOME, FEMALE], adType=text] to 1.526801584030577E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, LOW_INCOME, YOUNG], adType=text] to 4.2997002556194325E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, LOW_INCOME, MALE], adType=text] to 0.0010863315346569813
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, YOUNG], adType=video] to 5.816126822658041E-6
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, MALE, YOUNG], adType=text] to 2.4944597246577457E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, FEMALE, YOUNG], adType=video] to 3.4455107216289113E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, FEMALE, LOW_INCOME], adType=text] to 0.0017525756732081107
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, FEMALE, YOUNG], adType=text] to 2.0663579316952804E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, FEMALE, LOW_INCOME], adType=video] to 0.0010412445475788156
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, LOW_INCOME, YOUNG], adType=video] to 3.9642015433885396E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, HIGH_INCOME, FEMALE], adType=video] to 7.020139228156823E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, HIGH_INCOME, MALE], adType=text] to 4.937380160559209E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, HIGH_INCOME, MALE], adType=video] to 9.558065357527191E-6
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, MALE, YOUNG], adType=video] to 4.5734173302524326E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, LOW_INCOME, YOUNG], adType=text] to 5.137337194604482E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, FEMALE, YOUNG], adType=video] to 9.752231512257076E-5
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, LOW_INCOME, MALE], adType=video] to 0.0013057654367233079
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, FEMALE, YOUNG], adType=text] to 4.5185708611427777E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, HIGH_INCOME, FEMALE], adType=video] to 0.002365643624496689
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, HIGH_INCOME, MALE], adType=text] to 5.903712449501515E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, YOUNG], adType=text] to 3.032884594410642E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, HIGH_INCOME, FEMALE], adType=text] to 8.681136240861444E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, LOW_INCOME, MALE], adType=text] to 0.0010638083896526958
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, YOUNG], adType=video] to 3.035904366597454E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, MALE, YOUNG], adType=text] to 5.104316156232484E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, FEMALE, LOW_INCOME], adType=text] to 0.0037770641319359566
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, FEMALE, LOW_INCOME], adType=video] to 0.002759253926175811
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, LOW_INCOME, YOUNG], adType=video] to 4.1822009318430556E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, HIGH_INCOME, MALE], adType=video] to 8.341435883793126E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, YOUNG], adType=text] to 6.44632048987666E-5
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, MALE, YOUNG], adType=video] to 1.2119856053242924E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, HIGH_INCOME, FEMALE], adType=text] to 4.5708095463191765E-6
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, LOW_INCOME, YOUNG], adType=text] to 1.4987632642918068E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, LOW_INCOME, MALE], adType=text] to 0.001009970409593113
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, YOUNG], adType=video] to 3.663334259557555E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, MALE, YOUNG], adType=text] to 4.2800373973340695E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, LOW_INCOME, MALE], adType=video] to 2.728245328470665E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, FEMALE, LOW_INCOME], adType=text] to 0.0013679217882095124
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, FEMALE, YOUNG], adType=text] to 1.9337417814477254E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, FEMALE, LOW_INCOME], adType=video] to 7.869310311603979E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, LOW_INCOME, YOUNG], adType=video] to 2.5197452053533627E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, HIGH_INCOME, MALE], adType=text] to 3.1638536343079536E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, HIGH_INCOME, MALE], adType=video] to 4.6232893815801543E-4
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for sears
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
24/05 12:21:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
24/05 12:21:10 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
24/05 12:21:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv1 to the event bus
24/05 12:21:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv1 to the event bus
24/05 12:21:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork to the event bus
24/05 12:21:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork to the event bus
24/05 12:21:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-2 to the event bus
24/05 12:21:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-2 to the event bus
24/05 12:21:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-3 to the event bus
24/05 12:21:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-3 to the event bus
24/05 12:21:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-4 to the event bus
24/05 12:21:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-4 to the event bus
24/05 12:21:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-5 to the event bus
24/05 12:21:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-5 to the event bus
24/05 12:21:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-6 to the event bus
24/05 12:21:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-6 to the event bus
24/05 12:21:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-7 to the event bus
24/05 12:21:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-7 to the event bus
24/05 12:21:10 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 74
24/05 12:21:10 INFO sim.Simulation|***** START OF TIME 1 COMPLETE *****
24/05 12:21:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.19960604551774835 Cmp ID: 849561542 Cmp Bid: 3116
24/05 12:21:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.11229057075356903 Cmp ID: 849561542 Cmp Bid: 9642
24/05 12:21:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.1972012365798332 Cmp ID: 849561542 Cmp Bid: 3589
24/05 12:21:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.15860022026040665 Cmp ID: 849561542 Cmp Bid: 6558
24/05 12:21:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.11480358489071207 Cmp ID: 849561542 Cmp Bid: 11737
24/05 12:21:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.12244896045149505 Cmp ID: 849561542 Cmp Bid: 8008
24/05 12:21:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.17366725099222335 Cmp ID: 849561542 Cmp Bid: 1792
24/05 12:21:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv1 : UCS Bid: 0.11302843679507468 Cmp ID: 849561542 Cmp Bid: 801
24/05 12:21:20 INFO sim.Simulation|***** START OF TIME 2 *****
24/05 12:21:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1603784651 at price 1.657
24/05 12:21:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1603784651 at price 1.657
24/05 12:21:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #2040762124 at price 7.02
24/05 12:21:20 INFO demand.CampaignImpl|Applied daily limit for campaign #2040762124 at price 7.02
